$CDC: RAGGRUPPAMENTI ;$CDC: Codice e descrizione;$CON: UNLG - Liv. 2;$CON: Codice;$CON: Descrizione;Ter_cod;Ter_descr;NOTE;gennaio;febbraio;marzo;aprile;maggio;giugno;luglio;agosto;settembre;ottobre;novembre;dicembre;Totale - Importo di default
3_1 ANZOLA EMILIA;200000 - San Vito;3_04010 Costo lavoro dipendente;3010900100;SALARI E STIPENDI DIP.;;;;-2,458.83 ;-2,414.09 ;-2,522.00 ;-2,485.28 ;-3,042.73 ;-5,325.89 ;-2,650.19 ;-2,659.02 ;-2,243.10 ;-2,387.02 ;-2,429.13 ;-2,578.38 ;-33,196
3_1 ANZOLA EMILIA;200000 - San Vito;3_04010 Costo lavoro dipendente;3010900101;COSTI FERIE PERM.ROL NON GODUT;;;;-283.23 ;-232.98 ;-102.06 ;-141.29 ; 429.82 ; 480.02 ; 213.70 ; 206.11 ;-291.01 ;-288.98 ;-276.74 ;-293.74 ;-580
3_1 ANZOLA EMILIA;200000 - San Vito;3_04010 Costo lavoro dipendente;3010900102;COSTI PER RATEI 13ma-14ma DIP.;;;;-321.48 ;-315.65 ;-329.74 ;-312.36 ;-384.12 ; 1,708.50 ;-390.23 ;-376.43 ;-330.29 ;-372.52 ;-357.63 ;-379.60 ;-2,162
3_1 ANZOLA EMILIA;200000 - San Vito;3_04010 Costo lavoro dipendente;3010901100;CONTRIBUTI INPS DIP.;;;;-711.03 ;-698.09 ;-729.29 ;-718.62 ;-880.02 ;-1,537.60 ;-766.53 ;-769.21 ;-648.79 ;-689.55 ;-702.60 ;-745.76 ;-9,597
3_1 ANZOLA EMILIA;200000 - San Vito;3_04010 Costo lavoro dipendente;3010901101;CTR PER FERIE PERM.ROL NON GOD;;;;-80.41 ;-66.09 ;-29.00 ;-40.09 ; 121.98 ; 136.19 ; 60.70 ; 58.49 ;-82.59 ;-82.00 ;-78.52 ;-83.34 ;-165
3_1 ANZOLA EMILIA;200000 - San Vito;3_04010 Costo lavoro dipendente;3010901102;CTR SU RATEI 13ma e 14ma DIP.;;;;-91.26 ;-89.57 ;-93.57 ;-88.64 ;-109.03 ; 484.85 ;-110.74 ;-106.80 ;-93.73 ;-105.73 ;-101.55 ;-107.79 ;-614
3_1 ANZOLA EMILIA;200000 - San Vito;3_04010 Costo lavoro dipendente;3010901601;CONTR.SANILOG DITTA;;;;-8.33 ;-8.17 ;-8.54 ;-8.09 ;-9.95 ;-8.85 ;-10.11 ;-9.75 ;-8.55 ;-9.15 ;-9.19 ;-9.75 ;-108
3_1 ANZOLA EMILIA;200000 - San Vito;3_04010 Costo lavoro dipendente;3010903000;TFR DIP.;;;;-178.22 ;-174.97 ;-182.79 ;-178.97 ;-220.16 ;-23.24 ;-218.00 ;-217.38 ;-184.52 ;-201.07 ;-199.79 ;-212.06 ;-2,191
3_1 ANZOLA EMILIA;200000 - San Vito;3_04010 Costo lavoro dipendente;3010904600;EBILOG DIP.;;;;-1.67 ;-1.63 ;-1.71 ;-1.62 ;-1.99 ;-1.77 ;-2.02 ;-1.95 ;-1.71 ;-1.83 ;-1.84 ;-0.98 ;-21
3_1 ANZOLA EMILIA;200000 - San Vito;3_04010 Costo lavoro dipendente;3010902000;CONTRIBUTI INAIL DIP;;;;-58.28 ;-57.22 ;-59.78 ;-56.62 ;-69.63 ;-61.94 ;-70.74 ;-68.24 ;-59.88 ;-64.04 ;-64.33 ;-34.14 ;-725
3_1 ANZOLA EMILIA;300000 - Anzola;3_04010 Costo lavoro dipendente;3010900100;SALARI E STIPENDI DIP.;;;;-122,919.42 ;-125,189.88 ;-133,072.44 ;-140,089.67 ;-132,771.80 ;-236,999.20 ;-127,603.93 ;-137,248.61 ;-129,583.81 ;-139,193.76 ;-127,590.64 ;-135,741.21 ;-1,688,004
3_1 ANZOLA EMILIA;300000 - Anzola;3_04010 Costo lavoro dipendente;3010900100;SALARI E STIPENDI DIP.;;;NEW FATTURAZIONE;;;;;;-4,294.88 ;-4,294.88 ;-4,294.88 ;-4,294.88 ;-4,311.50 ;-4,311.50 ;-4,478.32 ;-30,281
3_1 ANZOLA EMILIA;300000 - Anzola;3_04010 Costo lavoro dipendente;3010900100;SALARI E STIPENDI DIP.;;;NEW C/DEP ;;;;;;-1,700.00 ;-1,700.00 ;-1,700.00 ;-1,700.00 ;-1,700.00 ;-1,700.00 ;-1,700.00 ;-11,900
3_1 ANZOLA EMILIA;300000 - Anzola;3_04010 Costo lavoro dipendente;3010900101;COSTI FERIE PERM.ROL NON GODUT;;;;-8,165.88 ;-2,574.68 ;-2,693.94 ; 3,852.64 ;-1,663.84 ;-1,009.15 ; 7,116.12 ; 15,309.03 ; 6,360.72 ;-5,601.73 ;-6,521.63 ;-6,938.23 ;-2,531
3_1 ANZOLA EMILIA;300000 - Anzola;3_04010 Costo lavoro dipendente;3010900102;COSTI PER RATEI 13ma-14ma DIP.;;;;-19,461.57 ;-17,515.26 ;-16,429.67 ;-18,495.84 ;-19,075.45 ; 84,408.07 ;-18,780.87 ;-16,529.58 ;-16,124.56 ;-10,534.14 ;-18,576.97 ;-19,763.68 ;-106,880
3_1 ANZOLA EMILIA;300000 - Anzola;3_04010 Costo lavoro dipendente;3010901100;CONTRIBUTI INPS DIP.;;;;-33,274.37 ;-33,974.63 ;-35,851.25 ;-37,855.11 ;-35,578.99 ;-65,940.07 ;-35,712.74 ;-38,668.07 ;-36,322.51 ;-31,442.14 ;-34,488.51 ;-36,691.66 ;-455,800
3_1 ANZOLA EMILIA;300000 - Anzola;3_04010 Costo lavoro dipendente;3010901101;CTR PER FERIE PERM.ROL NON GOD;;;;-2,144.41 ;-604.52 ;-559.92 ; 1,247.15 ;-385.51 ;-1,287.57 ; 2,047.19 ; 4,216.05 ; 1,730.81 ;-1,276.20 ;-2,310.96 ;-2,458.59 ;-1,786
3_1 ANZOLA EMILIA;300000 - Anzola;3_04010 Costo lavoro dipendente;3010901102;CTR SU RATEI 13ma e 14ma DIP.;;;;-5,173.77 ;-4,636.63 ;-4,313.75 ;-4,859.82 ;-5,062.20 ; 22,045.86 ;-5,223.81 ;-4,572.38 ;-4,471.88 ;-4,696.72 ;-5,350.01 ;-5,691.77 ;-32,007
3_1 ANZOLA EMILIA;300000 - Anzola;3_04010 Costo lavoro dipendente;3010901601;CONTR.SANILOG DITTA;;;;-459.82 ;-456.21 ;-465.96 ;-461.81 ;-462.17 ;-430.89 ;-447.24 ;-472.03 ;-432.80 ;-502.75 ;-451.15 ;-239.99 ;-5,283
3_1 ANZOLA EMILIA;300000 - Anzola;3_04010 Costo lavoro dipendente;3010903000;TFR DIP.;;;;-9,165.41 ;-9,027.14 ;-9,328.79 ;-9,387.20 ;-9,692.20 ;-8,182.35 ;-9,094.60 ;-9,520.54 ;-8,713.36 ;-10,230.02 ;-9,042.93 ;-9,620.60 ;-111,005
3_1 ANZOLA EMILIA;300000 - Anzola;3_04010 Costo lavoro dipendente;3010904000;PREVID.COOPERATIVA DIP.;;;;-169.62 ;-157.78 ;-164.95 ;-140.45 ;-138.92 ;-245.93 ;-126.02 ;-133.09 ;-119.44 ;-139.62 ;-122.53 ;-130.35 ;-1,789
3_1 ANZOLA EMILIA;300000 - Anzola;3_04010 Costo lavoro dipendente;3010904600;EBILOG DIP.;;;;-96.20;-95.45;-97.59;-94.54;-98.98;-92.27;-97.69;-98.56;-94.36;-107.34;-96.19;-51.17;-1,120
3_1 ANZOLA EMILIA;300000 - Anzola;3_04010 Costo lavoro dipendente;3010900202;distacco Pelotti;;;;0.00;0.00;0.00;0.00;-6,250.00;-6,250.00;-6,250.00;-6,250.00;-6,250.00;-6,250.00;-6,250.00;-6,250.00;-50,000
3_1 ANZOLA EMILIA;300000 - Anzola;3_04010 Costo lavoro dipendente;3010902000;CONTRIBUTI INAIL DIP;;;;-1,695.18;-1,681.87;-1,758.32;-1,742.67;-1,744.06;-1,625.99;-1,648.80;-1,663.53;-1,559.65;-1,811.72;-1,589.97;-845.77;-19,368
3_1 ANZOLA EMILIA;300000 - Anzola;3_04030 Costo lavoro collaboratori;3010900300;COSTO  LAVORO TEMPORANEO;0000001028;ARCHIMEDE SPA ;Bonini fino 03 - Muraca fino 03 - poi assunti ;-6,100.00;-6,100.00;-6,100.00;;;;;;;;;;-18,300
3_1 ANZOLA EMILIA;300000 - Anzola;3_04999 Costo lavoro altri costi;3010600100;ABBIGLIAMENTO;0000000614;SECUR SERVICE SRL ;;-30.00;-30.00;-30.00;-30.00;-30.00;-30.00;-30.00;-30.00;-30.00;-30.00;-30.00;-30.00;-360
3_1 ANZOLA EMILIA;300000 - Anzola;3_04999 Costo lavoro altri costi;3010601300;CARB.E LUBRIF.SI BENEFIT;;;90% Auto Gaita+100% auto Muscò e Toschi ;-892.00;-892.00;-892.00;-892.00;-964.00;-964.00;-964.00;-964.00;-964.00;-964.00;-892.00;-892.00;-11,136
3_1 ANZOLA EMILIA;300000 - Anzola;3_04999 Costo lavoro altri costi;3010741800;LAVAGGIO AUTOMEZZI    SI BENEF;;;90% auto Gaita + 100% auto Muscò e Toschi ;-29.00;-29.00;-29.00;-29.00;-29.00;-29.00;-29.00;-29.00;-29.00;-29.00;-29.00;-29.00;-348
3_1 ANZOLA EMILIA;200000 - San Vito;3_04999 Costo lavoro altri costi;3010742200;MENSA;;;;-91.04;-91.04;-91.04;-91.04;-91.04;-91.04;-91.04;-91.04;-91.04;-91.04;-91.04;-91.04;-1,092
3_1 ANZOLA EMILIA;300000 - Anzola;3_04999 Costo lavoro altri costi;3010742200;MENSA;;;;-4,510.66;-4,243.21;-4,307.24;-4,655.69;-4,628.10;-4,683.75;-4,242.90;-4,238.64;-4,237.52;-4,604.12;-4,618.03;-4,890.43;-53,860
3_1 ANZOLA EMILIA;300000 - Anzola;3_04999 Costo lavoro altri costi;3010742400;PEDAGGI AUTO  SI BENEFIT;;;90% Auto Gaita+100% auto Muscò e Toschi ;-397.00;-397.00;-397.00;-397.00;-397.00;-397.00;-397.00;-397.00;-397.00;-397.00;-397.00;-397.00;-4,764
3_1 ANZOLA EMILIA;300000 - Anzola;3_04999 Costo lavoro altri costi;3010801100;NOLEGGI SI BENEFIT;;;90% Auto Gaita+100% auto Muscò e Toschi ;-1,250.94;-1,250.94;-1,250.94;-1,250.94;-1,250.94;-1,250.94;-1,250.94;-1,250.94;-1,250.94;-1,250.94;-1,250.94;-1,250.94;-15,011
3_1 ANZOLA EMILIA;300000 - Anzola;3_04999 Costo lavoro altri costi;3010801500;SPESE ACC.NOLEGGI SI BENEFIT;;;90% Auto Gaita+100% auto Muscò e Toschi ;-1,124.39;-1,124.39;-1,124.39;-1,124.39;-1,124.39;-1,124.39;-1,124.39;-1,124.39;-1,124.39;-1,124.39;-1,124.39;-1,124.39;-13,493
3_1 ANZOLA EMILIA;300000 - Anzola;3_04999 Costo lavoro altri costi;3010730500;MAN.RIP.SI BENEFIT;;;;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-480
3_1 ANZOLA EMILIA;300000 - Anzola;3_04999 Costo lavoro altri costi;3010909300;COVID 19 - D.P.I. DA RIMBORSAR;;;50% anno precedente ;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-3,000
3_1 ANZOLA EMILIA;200000 - San Vito;3_04999 Costo lavoro altri costi;3011100111;RIMAN.INIZIALI  D.P.I. COVID;;;50% fst;-25.00;;;;;;;;;;;;-25
3_1 ANZOLA EMILIA;300000 - Anzola;3_04999 Costo lavoro altri costi;3011100111;RIMAN.INIZIALI  D.P.I. COVID;;;50% fst;-1,200.00;;;;;;;;;;;;-1,200
3_1 ANZOLA EMILIA;300000 - Anzola;3_06010 Costi trasporto;3010700301;PREST. DI TRASP.COOP.VE SOCIE;0000000302;GOOD TRUCK SOCIETA' COOPERATIVA ;;-570,028.54;-590,385.32;-743,160.09;-606,464.25;-665,872.73;-736,520.02;-666,327.47;-662,799.77;-641,105.38;-666,653.69;-690,081.57;-639,085.46;-7,878,484
3_1 ANZOLA EMILIA;360000 Clienti CTL 3%;3_06010 Costi trasporto;3010700301;PREST. DI TRASP.COOP.VE SOCIE;0000000302;GOOD TRUCK SOCIETA' COOPERATIVA ;;-8,730.00;-8,730.00;-8,730.00;-8,730.00;-8,730.00;-8,730.00;-8,730.00;-8,730.00;-8,730.00;-8,730.00;-8,730.00;-8,730.00;-104,760
3_1 ANZOLA EMILIA;370000 Clienti CTL 5% (ex 7,5%);3_06010 Costi trasporto;3010700301;PREST. DI TRASP.COOP.VE SOCIE;0000000302;GOOD TRUCK SOCIETA' COOPERATIVA ;;-29,932.92;-29,932.92;-29,932.92;-31,928.45;-31,928.45;-31,928.45;-27,937.39;-33,923.98;-35,919.50;-37,915.03;-39,910.56;-37,915.03;-399,106
3_1 ANZOLA EMILIA;300000 - Anzola;3_06010 Costi trasporto;3010700302;TRASPORTI SUB-VETTORI;;;;-632,011.66;-642,368.44;-875,143.21;-640,442.89;-699,851.37;-670,498.67;-696,315.06;-698,773.94;-679,075.08;-706,618.92;-682,042.33;-679,050.69;-8,302,192
3_1 ANZOLA EMILIA;300000 - Anzola;3_06010 Costi trasporto;3010700303;TRASPORTO A MEZZO TERZI;;;;-632,011.66;-642,368.44;-875,143.21;-640,442.89;-699,851.37;-670,498.67;-696,315.06;-698,773.94;-679,075.08;-706,618.92;-682,042.33;-679,050.69;-8,302,192
3_1 ANZOLA EMILIA;300000 - Anzola;3_06010 Costi trasporto;3010700700;SERVIZI VARI DA COOP.VE SOCIE;;;;-4,200.00;-4,200.00;-4,200.00;-4,200.00;-7,200.00;-7,200.00;-7,200.00;-7,200.00;-7,200.00;-7,200.00;-7,200.00;-7,200.00;-74,400
3_1 ANZOLA EMILIA;200000 - San Vito;3_06020 Costi facchinaggio;3010700400;PREST. MANODOPERA DI TERZI;0000000192;IDEALSERVICE SOC.COOP.;;-8,454.35;-8,454.35;-9,722.50;-8,031.63;-9,299.78;-8,877.07;-8,877.07;-9,299.78;-8,877.07;-8,877.07;-8,877.07;-8,454.35;-106,102
3_1 ANZOLA EMILIA;310000 - Anzola - Atlante Vdca;3_06020 Costi facchinaggio;3010700400;PREST. MANODOPERA DI TERZI;0000001779;R.L.A. SRL-RETE LOGISTICA AGR.;;-9,383.00;-8,539.32;-8,539.32;-8,539.32;-8,539.32;-8,539.32;-8,539.32;-8,539.32;-8,539.32;-11,552.48;-9,744.58;-10,588.27;-109,583
3_1 ANZOLA EMILIA;300000 - Anzola;3_06020 Costi facchinaggio;3010700400;PREST. MANODOPERA DI TERZI;0000001737;UNISERVICE SRL SOC.UNIPERSONALE ;;-311,513.06;-317,263.06;-433,483.94;-314,820.46;-345,534.38;-330,752.42;-343,519.58;-344,241.78;-335,067.22;-348,556.58;-336,507.02;-333,774.62;-4,095,034
3_1 ANZOLA EMILIA;300000 - Anzola;3_06025 Costi movimentazione esterni;3010700200;PREST.DI MOVIMENT. E FACCHIN.;;;;-20,276.60;-20,608.88;-28,076.90;-20,547.10;-22,453.08;-21,511.37;-22,339.63;-22,418.51;-21,786.52;-22,670.20;-21,881.72;-21,785.74;-266,356
3_1 ANZOLA EMILIA;300000 - Anzola;3_06030 Carico scarico automezzi;3010700100;MOVIMENTAZIONE AUTOMEZZI;0000001737;UNISERVICE SRL SOC.UNIPERSONALE ;;-13,000.00;-13,000.00;-13,000.00;-13,000.00;-13,000.00;-13,000.00;-13,000.00;-13,000.00;-13,000.00;-13,000.00;-13,000.00;-13,000.00;-156,000
3_1 ANZOLA EMILIA;300000 - Anzola;3_06040 Pallet;3010602600;PALLETS-ROLLS;;;;-44,200.00;-44,200.00;-44,200.00;-44,200.00;-44,200.00;-44,200.00;-44,200.00;-44,200.00;-44,200.00;-44,200.00;-44,200.00;-44,200.00;-530,400
3_1 ANZOLA EMILIA;300000 - Anzola;3_06040 Pallet;4010501302;RECUPERO PALLETS;;;;25,000.00;25,000.00;25,000.00;25,000.00;25,000.00;25,000.00;25,000.00;25,000.00;25,000.00;25,000.00;25,000.00;25,000.00;300,000
3_1 ANZOLA EMILIA;200000 - San Vito;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000001187;EVOLUZIONE SERVIZI SRL SOCIETA'UNIP;;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-720
3_1 ANZOLA EMILIA;300000 - Anzola;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000001286;ALGEA SRL CON UNICO SOCIO ;controllo pozzo ;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-80.00;-960
3_1 ANZOLA EMILIA;300000 - Anzola;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000001940;INTESA INIZIATIVE TELEMATICHE PER S;;-131.67;-131.67;-131.67;-131.67;-131.67;-131.67;-131.67;-131.67;-131.67;-131.67;-131.67;-131.67;-1,580
3_1 ANZOLA EMILIA;300000 - Anzola;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000002502;OMNIA AQUAE SRL;manutenzione pozzo;-293.33;-293.33;-293.34;-293.33;-293.33;-293.34;-293.33;-293.33;-293.34;-293.33;-293.33;-293.34;-3,520
3_1 ANZOLA EMILIA;200000 - San Vito;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000001808;RENTOKIL INITIAL ITALIA S.P.A.;;-158.74;-158.74;-158.74;-158.74;-158.74;-158.74;-158.74;-158.74;-158.74;-158.74;-158.74;-158.74;-1,905
3_1 ANZOLA EMILIA;300000 - Anzola;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000001187;EVOLUZIONE SERVIZI SRL SOCIETA'UNIP;;-361.00;-361.00;-361.00;-361.00;-361.00;-361.00;-361.00;-361.00;-361.00;-361.00;-361.00;-361.00;-4,332
3_1 ANZOLA EMILIA;200000 - San Vito;3_06210 Costi manutenzione;3010715102;CANONI DI MANUT.BENI MATERIALI;0000002544;FG AUTOMAZIONI S.R.L;;-44.83;-44.83;-44.83;-44.83;-44.83;-44.83;-44.83;-44.83;-44.83;-44.83;-44.83;-44.83;-538
3_1 ANZOLA EMILIA;300000 - Anzola;3_06210 Costi manutenzione;3010715102;CANONI DI MANUT.BENI MATERIALI;0000001616;ENERGY LAB S.R.L.;manut fotovoltaico;-919.34;-919.34;-919.34;-919.34;-919.34;-919.34;-919.34;-919.34;-919.34;-919.34;-919.34;-919.34;-11,032
3_1 ANZOLA EMILIA;300000 - Anzola;3_06210 Costi manutenzione;3010715102;CANONI DI MANUT.BENI MATERIALI;0000001284;PRAGMA CHIMICA S.R.L.;manut torri evaporative;-114.58;-114.58;-114.58;-114.58;-114.58;-114.58;-114.58;-114.58;-114.58;-114.58;-114.58;-114.58;-1,375
3_1 ANZOLA EMILIA;300000 - Anzola;3_06210 Costi manutenzione;3010715102;CANONI DI MANUT.BENI MATERIALI;0000001502;STRUTTURA SERVICE SRL;;-152.77;-152.77;-152.77;-152.77;-152.77;-152.77;-152.77;-152.77;-152.77;-152.77;-152.77;-152.77;-1,833
3_1 ANZOLA EMILIA;300000 - Anzola;3_06210 Costi manutenzione;3010715102;CANONI DI MANUT.BENI MATERIALI;0000000336;STANZANI S.P.A.;;-1,467.35;-1,467.35;-1,467.35;-1,467.35;-1,467.35;-1,467.35;-1,467.35;-1,467.35;-1,467.35;-1,467.35;-1,467.35;-1,467.35;-17,608
3_1 ANZOLA EMILIA;300000 - Anzola;3_06210 Costi manutenzione;3010715102;CANONI DI MANUT.BENI MATERIALI;0000000713;DUE M SNC DI MALAGUTI MAURO & MANTO;;-429.16;-429.16;-429.16;-429.16;-429.16;-429.16;-429.16;-429.16;-429.16;-429.16;-429.16;-429.16;-5,150
3_1 ANZOLA EMILIA;200000 - San Vito;3_06210 Costi manutenzione;3010715102;CANONI DI MANUT.BENI MATERIALI;0000001502;STRUTTURA SERVICE SRL;;-116.66;-116.66;-116.66;-116.66;-116.66;-116.66;-116.66;-116.66;-116.66;-116.66;-116.66;-116.66;-1,400
3_1 ANZOLA EMILIA;300000 - Anzola;3_06210 Costi manutenzione;3010715102;CANONI DI MANUT.BENI MATERIALI;0000000695;FRIGOIMPIANTI SRL;;-23.33;-23.33;-23.33;-23.33;-23.33;-23.33;-23.33;-23.33;-23.33;-23.33;-23.33;-23.33;-280
3_1 ANZOLA EMILIA;300000 - Anzola;3_06210 Costi manutenzione;3010715102;CANONI DI MANUT.BENI MATERIALI;0000001085;GE.SA. S.R.L.;;-366.67;-366.67;-366.67;-366.67;-366.67;-366.67;-366.67;-366.67;-366.67;-366.67;-366.67;-366.67;-4,400
3_1 ANZOLA EMILIA;300000 - Anzola;3_06210 Costi manutenzione;3010715102;CANONI DI MANUT.BENI MATERIALI;0000002491;AIR SOLUTION SRL ;manut torri evaporative;-83.33;-83.33;-83.33;-83.33;-83.33;-83.33;-83.33;-83.33;-83.33;-83.33;-83.33;-83.33;-1,000
3_1 ANZOLA EMILIA;200000 - San Vito;3_06210 Costi manutenzione;3010730300;MAN.RIP.BENI DI TERZI;;;;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-2,400
3_1 ANZOLA EMILIA;300000 - Anzola;3_06210 Costi manutenzione;3010730300;MAN.RIP.BENI DI TERZI;;;ipotizzati € 10.000 in meno di Dueemme (interventi Ced non ritetuti nel 2022);-5,800.00;-5,800.00;-5,800.00;-5,800.00;-5,800.00;-5,800.00;-5,800.00;-5,800.00;-5,800.00;-5,800.00;-5,800.00;-5,800.00;-69,600
3_1 ANZOLA EMILIA;300000 - Anzola;3_06210 Costi manutenzione;3010730300;MAN.RIP.BENI DI TERZI;0000002491;AIR SOLUTION SRL ;sanificazione torri areauliche ;-2,500.00;-2,500.00;-2,500.00;-2,500.00;-2,500.00;-2,500.00;-2,500.00;-2,500.00;-2,500.00;-2,500.00;-2,500.00;-2,500.00;-30,000
3_1 ANZOLA EMILIA;300000 - Anzola;3_06210 Costi manutenzione;3010730903;MAN.RIP.IMMOBILIARI 5%;;;;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-12,000
3_1 ANZOLA EMILIA;200000 - San Vito;3_06220 Altre spese prestazioni;3010740400;ALTRE SPESE PER PRESTAZIONI;0000001355;NIC-AL SRL;;-38.88;-38.88;-38.88;-38.88;-38.88;-38.88;-38.88;-38.88;-38.88;-38.88;-38.88;-38.88;-467
3_1 ANZOLA EMILIA;300000 - Anzola;3_06220 Altre spese prestazioni;3010740400;ALTRE SPESE PER PRESTAZIONI;0000000661;"CREDEMTEL SPA GRUPPO ITALIANO""CREDI";;-550.00;-550.00;-550.00;-550.00;-550.00;-550.00;-550.00;-550.00;-550.00;-550.00;-550.00;-550.00;-6,600
3_1 ANZOLA EMILIA;200000 - San Vito;3_06220 Altre spese prestazioni;3010740400;ALTRE SPESE PER PRESTAZIONI;0000000192;IDEALSERVICE SOC.COOP.;;-105.00;-105.00;-105.00;-105.00;-105.00;-105.00;-105.00;-105.00;-105.00;-105.00;-105.00;-105.00;-1,260
3_1 ANZOLA EMILIA;300000 - Anzola;3_06220 Altre spese prestazioni;3010740400;ALTRE SPESE PER PRESTAZIONI;0000001355;NIC-AL SRL;;-194.46;-194.46;-194.46;-194.46;-194.46;-194.46;-194.46;-194.46;-194.46;-194.46;-194.46;-194.46;-2,334
3_1 ANZOLA EMILIA;300000 - Anzola;3_06220 Altre spese prestazioni;3010740900;COSTO FORNITURE LAVORO TEMPORANEO ;0000001028;ARCHIMEDE SPA ;Bonini fino 03 - Muraca fino 02;-400.00;-400.00;-400.00;;;;;;;;;;-1,200
3_1 ANZOLA EMILIA;300000 - Anzola;3_06220 Altre spese prestazioni;3010744500;PREST.SERVIZI DI LOGISTICA;0000002820;MOV SRL;SERVIZIO CONAD PER GESTIONE VIAGGI ;-1,500.00;-1,500.00;-1,500.00;-1,500.00;-1,500.00;-1,500.00;-1,500.00;-1,500.00;-1,500.00;-1,500.00;-1,500.00;-1,500.00;-18,000
3_1 ANZOLA EMILIA;300000 - Anzola;3_06220 Altre spese prestazioni;3010740400;ALTRE SPESE PER PRESTAZIONI;;;(centri Dyadea, Arval,Cadiai, Bologna spurghi…);-1,200.00;-1,200.00;-1,200.00;-1,200.00;-1,200.00;-1,200.00;-1,200.00;-1,200.00;-1,200.00;-1,200.00;-1,200.00;-1,200.00;-14,400
3_1 ANZOLA EMILIA;300000 - Anzola;3_06250 Pulizie;3010742700;PULIZIE;0000001744;ECO CLEAN SOC. COOP.;servizi extra;-650.00;-650.00;-650.00;-650.00;-650.00;-650.00;-650.00;-650.00;-650.00;-650.00;-650.00;-650.00;-7,800
3_1 ANZOLA EMILIA;300000 - Anzola;3_06250 Pulizie;3010742701;PULIZIE LOCALI;0000001744;ECO CLEAN SOC. COOP.;;-6,100.00;-6,100.00;-6,100.00;-6,100.00;-6,100.00;-6,100.00;-6,100.00;-6,100.00;-6,100.00;-6,100.00;-6,100.00;-6,100.00;-73,200
3_1 ANZOLA EMILIA;200000 - San Vito;3_06260 Vigilanza;3010744000;VIGILANZA LOCALI;0000000454;VEDETTA 2 MONDIALPOL S.P.A.;;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-720
3_1 ANZOLA EMILIA;300000 - Anzola;3_06260 Vigilanza;3010744000;VIGILANZA LOCALI;0000000235;COOPSERVICE S.COOP.P.A.;;-89.02;-89.02;-89.02;-89.02;-89.02;-89.02;-89.02;-89.02;-89.02;-89.02;-89.02;-89.02;-1,068
3_1 ANZOLA EMILIA;300000 - Anzola;3_06260 Vigilanza;3010744000;VIGILANZA LOCALI;0000000302;GOOD TRUCK SOCIETA' COOPERATIVA ;portierato;-3,000.00;-3,000.00;-3,000.00;-3,000.00;-3,000.00;-3,000.00;-3,000.00;-3,000.00;-3,000.00;-3,000.00;-3,000.00;-3,000.00;-36,000
3_1 ANZOLA EMILIA;300000 - Anzola;3_06270 Noleggi;3010800800;NOLEGGI;0000000302;GOOD TRUCK SOCIETA' COOPERATIVA;carrello toyota;-670.00;-670.00;-670.00;-670.00;-670.00;-670.00;-670.00;-670.00;-670.00;-670.00;-670.00;-670.00;-8,040
3_1 ANZOLA EMILIA;300000 - Anzola;3_06270 Noleggi;3010800800;NOLEGGI;0000000305;CULLIGAN ITALIANA S.P.A.;;-21.66;-21.66;-21.66;-21.66;-21.66;-21.66;-21.66;-21.66;-21.66;-21.66;-21.66;-21.66;-260
3_1 ANZOLA EMILIA;200000 - San Vito;3_06270 Noleggi;3010800800;NOLEGGI;0000000394;CEA ESTINTORI S.P.A.;;-15.11;-15.11;-15.11;-15.11;-15.11;-15.11;-15.11;-15.11;-15.11;-15.11;-15.11;-15.11;-181
3_1 ANZOLA EMILIA;300000 - Anzola;3_06270 Noleggi;3010800800;NOLEGGI;0000000394;CEA ESTINTORI S.P.A.;;-143.62;-143.62;-143.62;-143.62;-143.62;-143.62;-143.62;-143.62;-143.62;-143.62;-143.62;-143.62;-1,723
3_1 ANZOLA EMILIA;300000 - Anzola;3_06270 Noleggi;3010800800;NOLEGGI;0000002506;SEBACH SPA UNIPERSONALE;;-389.00;-389.00;-389.00;-389.00;-389.00;-389.00;-389.00;-389.00;-389.00;-389.00;-389.00;-389.00;-4,668
